isbn13,medium_id,title,description,published_year,average_rating,num_pages,desc_length,bildlink,categories,author_list,description_clean
3552060937.0,5459,Alle sieben Wellen,"Die Fortsetzung von ""Gut gegen Nordwind""  Erstens: Sie kennen Emmi Rothner und Leo Leike? Dann haben Sie also „Gut gegen Nordwind“ gelesen, jene ungewöhnliche Liebesgeschichte, in der sich zwei Menschen, die einander nie gesehen haben, per E-Mail rettungslos verlieben. Zweitens: Für Sie ist die Geschichte von Emmi und Leo und ihrer unerfüllten Liebe abgeschlossen. Mag sein. Aber nicht für Emmi und Leo! Drittens: Sie sind der Ansicht, dass die Liebenden zumindest eine einzige wirkliche Begegnung verdient hätten und der Roman eine zweite Chance auf ein anderes Ende? Bitte, hier haben Sie’s! Viertens: Sie haben keine Ahnung, wovon hier die Rede ist? Kein Problem. In diesem Buch erfahren Sie alles: von Leos Rückkehr aus Boston, von Emmis Eheproblemen und von der siebenten Welle, die immer für Überraschungen gut ist.",2009.0,5.0,219.0,823,https://media1.jpc.de/image/h320/front/0/9783552060937.jpg,Liebe,"['Glattauer, Daniel']",die fortsetzung von gut gegen nordwind erstens sie kennen emmi rothner und leo leike dann haben sie also gut gegen nordwind gelesen jene ungewhnliche liebesgeschichte der sich zwei menschen die einander nie gesehen haben per email rettungslos verlieben zweitens fr sie ist die geschichte von emmi und leo und ihrer unerfllten liebe abgeschlossen mag sein aber nicht fr emmi und leo drittens sie sind der ansicht das die liebenden zumindest eine einzige wirkliche begegnung verdient htten und der roman eine zweite chance auf ein anderes ende bitte hier haben sies viertens sie haben keine ahnung wovon hier die rede ist kein problem diesem buch erfahren sie alles von leo rckkehr au boston von emmis eheproblemen und von der siebenten welle die immer fr berraschungen gut ist
9783426509500.0,9493,Die Frau in Rot,"Das Rätsel um die Frau in Rot in Seengen... Eine Geschichte die verschiedene Zeitepochen miteinander verbindet.  Die Frau, die Gespenster sieht... Anouk, einst ein gefragtes Model, weiss nach einem Unfall, der ihre beste Freundin das Leben kostete, nicht mehr ein noch aus. Sie zieht zu ihrer Grosstante in ein beschauliches Schweizer Dorf. Doch bald hat Anouk das Gefühl, dass etwas nicht mehr mit rechten Dingen zugeht, denn sie hört Stimmen, sieht Personen, die schon lange verstorben sind - und jene geheimnisvolle Frau im roten Kleid, die ihr offenbar etwas Bedeutendes mitteilen möchte... ",2012.0,,471.0,595,https://media1.jpc.de/image/h320/front/0/9783426509500.jpg,Frau Schloss Hallwyl Schweizer Autor Seengen,"['Baumann, Margot S.']",da rtsel um die frau rot seengen eine geschichte die verschiedene zeitepochen miteinander verbindet die frau die gespenster sieht anouk einst ein gefragtes model weiss nach einem unfall der ihre beste freundin da leben kostete nicht mehr ein noch au sie zieht zu ihrer grosstante ein beschauliches schweizer dorf doch bald hat anouk da gefhl das etwas nicht mehr mit rechten dingen zugeht denn sie hrt stimmen sieht personen die schon lange verstorben sind und jene geheimnisvolle frau im roten kleid die ihr offenbar etwas bedeutendes mitteilen mchte
9783551556011.0,9666,Helden des Olymp: Der verschwundene Halbgott,"In dem Moment, als der 15-jährige Jason Grace in einem Schulbus aufwacht, erinnert er sich an gar nichts mehr – nicht an seine besten Freunde Piper und Leo und schon gar nicht an die Tatsache, dass er ein mächtiger Halbgott ist, nämlich der Sohn des Jupiter! Viel Zeit, um diesen Schock zu verdauen bleibt ihm nicht. Zusammen mit Piper und Leo wird er ins Camp Half-Blood gebracht, wo er seine wahre Bestimmung erfährt: Laut Prophezeiung gehört er zu den legendären sieben Halbgöttern, die den Olymp vor dem Untergang bewahren sollen. Doch dazu müssen sie sich gegen die Erdgöttin Gaia behaupten. Mithilfe eines mechanischen Drachen begeben sich die Freunde auf eine abenteuerliche Reise ins Ungewisse.",2012.0,,586.0,702,https://media1.jpc.de/image/h320/front/0/9783551556011.jpg,Fantasy,"['Riordan, Rick']",dem moment al der jhrige jason grace einem schulbus aufwacht erinnert er sich gar nichts mehr nicht seine besten freunde piper und leo und schon gar nicht die tatsache das er ein mchtiger halbgott ist nmlich der sohn de jupiter viel zeit um diesen schock zu verdauen bleibt ihm nicht zusammen mit piper und leo wird er in camp halfblood gebracht wo er seine wahre bestimmung erfhrt laut prophezeiung gehrt er zu den legendren sieben halbgttern die den olymp vor dem untergang bewahren sollen doch dazu mssen sie sich gegen die erdgttin gaia behaupten mithilfe eines mechanischen drachen begeben sich die freunde auf eine abenteuerliche reise in ungewisse
9783423280051.0,9807,Das Washington Dekret,"Durch den kaltbl&uuml;tigen Mord an seiner Ehefrau und dem ungeborenen Kind ger&auml;t der neu gew&auml;hlte amerikanische Pr&auml;sident Bruce Jansen v&ouml;llig aus dem Gleichgewicht. Er erl&auml;sst das &rsaquo;Washington Dekret&lsaquo; &ndash; eine politische Entscheidung, die schwerwiegende Folgen nach sich zieht f&uuml;r die gesamte amerikanische Bev&ouml;lkerung. Amerika im Ausnahmezustand &hellip;Doggie Rogers, Mitarbeiterin im Stab des Pr&auml;sidenten, steht nach dem Attentat unter Schock &ndash; nicht zuletzt, weil ihr eigener Vater nun des Mordes angeklagt wird. Auf der Suche nach der Wahrheit wird Doggie zur meistgesuchten Frau der USA. Mit Hilfe von Freunden versucht sie das Komplott aufzudecken. Alles ruht nun auf ihren Schultern &hellip; ",2013.0,,784.0,764,https://media1.jpc.de/image/h320/front/0/9783423280051.jpg,Thriller,"['Adler-Olsen, Jussi']",durch den kaltbluumltigen mord seiner ehefrau und dem ungeborenen kind geraumlt der neu gewaumlhlte amerikanische praumlsident bruce jansen voumlllig au dem gleichgewicht er erlaumlsst da rsaquowashington dekretlsaquo ndash eine politische entscheidung die schwerwiegende folgen nach sich zieht fuumlr die gesamte amerikanische bevoumllkerung amerika im ausnahmezustand hellipdoggie rogers mitarbeiterin im stab de praumlsidenten steht nach dem attentat unter schock ndash nicht zuletzt weil ihr eigener vater nun de mordes angeklagt wird auf der suche nach der wahrheit wird doggie zur meistgesuchten frau der usa mit hilfe von freunden versucht sie da komplott aufzudecken alles ruht nun auf ihren schultern hellip
9783473385911.0,9888,Der neue Fussball,"Zum ersten Zeugnis bekommt Tommi von Papa einen neuen Fußball. Ist doch klar, dass er ihn gleich ausprobieren muss! Aber wer spielt mit? Der Leserabe begleitet Erstleser durch diese spannende Geschichte, gibt viele Lesetipps und stellt knifflige Rätselfragen zum Wort- und Textverständnis. ",2012.0,,40.0,290,https://media1.jpc.de/image/h320/front/0/9783473385911.jpg,Erstes Lesealter,"['Dietl, Erhard Gebhard, Wilfried']",zum ersten zeugnis bekommt tommi von papa einen neuen fuball ist doch klar das er ihn gleich ausprobieren mus aber wer spielt mit der leserabe begleitet erstleser durch diese spannende geschichte gibt viele lesetipps und stellt knifflige rtselfragen zum wort und textverstndnis
9783596807932.0,9953,Schwarze Zeit,"Suizid häufigste Todesursache bei Jugendlichen So spannend, einfühlsam und psychologisch glaubwürdig, wie man das von ihr gewohnt ist, erzählt Jana Frey die Geschichte der sechzehnjährigen Annis. Sie fühlt sich unscheinbar und ist unglücklich verliebt. Trost sucht sie in Computerforen bei Freunden, die keine sind. Sie schreibt sich selbst SMS, belügt sich und andere – und greift schließlich zu einem Mix aus Tabletten und Alkohol, um dem allen ein Ende zu machen. Doch das Leben geht weiter.",2011.0,,191.0,494,https://media1.jpc.de/image/h320/front/0/9783596807932.jpg,Mädchen,"['Frey, Jana']",suizid hufigste todesursache bei jugendlichen spannend einfhlsam und psychologisch glaubwrdig wie man da von ihr gewohnt ist erzhlt jana frey die geschichte der sechzehnjhrigen annis sie fhlt sich unscheinbar und ist unglcklich verliebt trost sucht sie computerforen bei freunden die keine sind sie schreibt sich selbst sm belgt sich und andere und greift schlielich zu einem mix au tabletten und alkohol um dem allen ein ende zu machen doch da leben geht weiter
9783257068627.0,10221,Femme fatale,"Das Périgord ist ein Paradies für Schlemmer, Kanufahrer und Liebhaber des gemächlichen süßen Lebens. Doch im April, kurz vor Beginn der Touristensaison, stören ein höchst profitables Touristikprojekt, Satanisten und eine nackte Frauenleiche in einem Kahn die beschaulichen Ufer der Vézère. Und Bruno, den örtlichen Chef de police, stören zusätzlich höchst verwirrende Frühlingsgefühle. Martin Walker, geboren 1947, ist gebürtiger Schotte und nicht nur Schriftsteller, sondern auch Historiker und politischer Journalist. Er lebt in Washington und im Périgord und studierte Geschichte in Oxford sowie internationale Beziehungen und Wirtschaft in Harvard. Danach war er 25 Jahre lang Journalist bei der britischen Tageszeitung The Guardian‹. Heute ist er Vorsitzender eines privaten Think-Tanks für Topmanager mit Sitz in Washington. Seine Bruno‹-Romane erscheinen in elf Sprachen.",2013.0,4.0,496.0,878,https://media1.jpc.de/image/h320/front/0/9783257068627.jpg,Krimi,"['Walker, Martin']",da prigord ist ein paradies fr schlemmer kanufahrer und liebhaber de gemchlichen sen lebens doch im april kurz vor beginn der touristensaison stren ein hchst profitables touristikprojekt satanisten und eine nackte frauenleiche einem kahn die beschaulichen ufer der vzre und bruno den rtlichen chef de police stren zustzlich hchst verwirrende frhlingsgefhle martin walker geboren ist gebrtiger schotte und nicht nur schriftsteller sondern auch historiker und politischer journalist er lebt washington und im prigord und studierte geschichte oxford sowie internationale beziehungen und wirtschaft harvard danach war er jahre lang journalist bei der britischen tageszeitung guardian heute ist er vorsitzender eines privaten thinktanks fr topmanager mit sitz washington seine brunoromane erscheinen elf sprachen
9783760783772.0,10440,"Marcus Gladiator, Kampf für Freiheit","Dies ist ab jetzt euer einziges Zuhause. Alles, was euch jetzt noch bleibt, ist, zu kämpfen und zu überleben. Die meisten, die durch die Tore meiner Gladiatorenschule treten, werden in der Arena den Tod finden. Aber wenn ihr überlebt und Erfolg habt, dann werden vielleicht später Ruhm und Reichtümer euer Lohn sein, die ihr als freie Männer niemals hättet gewinnen können. Denkt heute Nacht darüber nach. Morgen früh beginnt eure Ausbildung."" Rom, 61 v. Chr.Der junge Marcus wird nach einem brutalen Überfall auf seine Familie versklavt und in eine Gladiatorenschule verschleppt, wo er zum Elitekämpfer ausgebildet werden soll. Aber Marcus kann seine Vergangenheit nicht vergessen: den Mord an seinem Vater und die Entführung seiner Mutter. Marcus weiß, dass es nur eine Möglichkeit gibt, um Rache zu nehmen: Er muss den mächtigen General Pompeius finden und ihn um Hilfe bitten – den Mann, der tief in der Schuld seines Vater steht.Doch Marcus Herkunft ist von einem dunklen Geheimnis überschattet - ein Geheimnis, das so gefährlich ist, dass seine Aufdeckung den sicheren Tod bedeuten würde …",2012.0,,312.0,1095,https://media1.jpc.de/image/h320/front/0/9783760783772.jpg,Historisches,"['Scarrow, Simon']",dy ist ab jetzt euer einziges zuhause alles euch jetzt noch bleibt ist zu kmpfen und zu berleben die meisten die durch die tore meiner gladiatorenschule treten werden der arena den tod finden aber wenn ihr berlebt und erfolg habt dann werden vielleicht spter ruhm und reichtmer euer lohn sein die ihr al freie mnner niemals httet gewinnen knnen denkt heute nacht darber nach morgen frh beginnt eure ausbildung rom v chrder junge marcus wird nach einem brutalen berfall auf seine familie versklavt und eine gladiatorenschule verschleppt wo er zum elitekmpfer ausgebildet werden soll aber marcus kann seine vergangenheit nicht vergessen den mord seinem vater und die entfhrung seiner mutter marcus wei das e nur eine mglichkeit gibt um rache zu nehmen er mus den mchtigen general pompeius finden und ihn um hilfe bitten den mann der tief der schuld seine vater stehtdoch marcus herkunft ist von einem dunklen geheimnis berschattet ein geheimnis da gefhrlich ist das seine aufdeckung den sicheren tod bedeuten wrde
9783401702339.0,10520,Tom Sawyers Abenteuer,Tom Sawyer und seine Freunde erleben einen abenteuerlichen Sommer am Mississippi. Der Klassiker der Weltliteratur von Mark Twain jetzt in einer altersgerechten Neuerzählung für Erstleser. ,2013.0,,66.0,188,https://media1.jpc.de/image/h320/front/0/9783867177764.jpg,Klassiker,"['Twain, Mark']",tom sawyer und seine freunde erleben einen abenteuerlichen sommer mississippi der klassiker der weltliteratur von mark twain jetzt einer altersgerechten neuerzhlung fr erstleser
9783737361880.0,10535,Selection,"Die Chance deines Lebens? 35 perfekte Mädchen - und eine von ihnen wird erwählt. Sie wird Prinz Maxon, den Thronfolger des Staates Illeá, heiraten. Für die hübsche America Singer ist das die Chance, aus einer niedrigen Kaste in die oberste Schicht der Gesellschaft aufzusteigen und damit ihre Familie aus der Armut zu befreien. Doch zu welchem Preis? Will sie vor den Augen des ganzen Landes mit den anderen Mädchen um die Gunst eines Prinzen konkurrieren, den sie gar nicht begehrt? Und will sie auf Aspen verzichten, ihre heimliche große Liebe? ",2013.0,,368.0,547,https://pictures.abebooks.com/isbn/9783737354219.jpg,Liebe,"['Cass, Kiera']",die chance deines lebens perfekte mdchen und eine von ihnen wird erwhlt sie wird prinz maxon den thronfolger de staates ille heiraten fr die hbsche america singer ist da die chance au einer niedrigen kaste die oberste schicht der gesellschaft aufzusteigen und damit ihre familie au der armut zu befreien doch zu welchem preis sie vor den augen de ganzen landes mit den anderen mdchen um die gunst eines prinzen konkurrieren den sie gar nicht begehrt und sie auf aspen verzichten ihre heimliche groe liebe
9783446243279.0,10568,"Der Fälscher, die Spionin und der Bombenbauer","Von drei Helden wider Willen erzählt Alex Capus in seinem neuen Roman: Vom Pazifisten Felix Bloch, der nach 1933 in den USA beim Bau der Atombombe hilft. Von Laura d'Oriano, die Sängerin werden will und als alliierte Spionin in Italien endet. Und von Emile Gilliéron, der mit Schliemann nach Troja reist und zum größten Kunstfälscher aller Zeiten wird. Nur einmal können die drei einander begegnet sein: im November 1924 am Hauptbahnhof Zürich. Doch ihre Wege bleiben auf eigentümliche Weise miteinander verbunden. Capus treibt seinen Erzählstil des faktentreuen Träumens zu neuer Meisterschaft. Heiter und elegant, lakonisch und zart folgt der Erfolgsautor aus der Schweiz den exakt recherchierten Lebensläufen seiner Helden. Alex Capus, geboren 1961 in der Normandie, lebt heute in Olten. 1994 veröffentlichte er seinen ersten Erzählungsband Diese verfluchte Schwerkraft, dem seitdem vierzehn weitere Bücher mit Kurzgeschichten, Romanen und Reportagen folgten. Bei Hanser erschienen die Romane Léon und Louise (2011), Fast ein bißchen Frühling (2012) und Skidoo (Meine Reise durch die Geisterstädte des Wilden Westens, 2012). ",2013.0,,281.0,1128,https://media1.jpc.de/image/h320/front/0/9783446243279.jpg,Lebenserfahrung Schweizer Autor,"['Capus, Alex']",von drei helden wider willen erzhlt alex capus seinem neuen roman vom pazifisten felix bloch der nach den usa beim bau der atombombe hilft von laura doriano die sngerin werden und al alliierte spionin italien endet und von emile gilliron der mit schliemann nach troja reist und zum grten kunstflscher aller zeiten wird nur einmal knnen die drei einander begegnet sein im november hauptbahnhof zrich doch ihre wege bleiben auf eigentmliche weise miteinander verbunden capus treibt seinen erzhlstil de faktentreuen trumens zu neuer meisterschaft heiter und elegant lakonisch und zart folgt der erfolgsautor au der schweiz den exakt recherchierten lebenslufen seiner helden alex capus geboren der normandie lebt heute olten verffentlichte er seinen ersten erzhlungsband diese verfluchte schwerkraft dem seitdem vierzehn weitere bcher mit kurzgeschichten romanen und reportagen folgten bei hanser erschienen die romane lon und louise fast ein bichen frhling und skidoo meine reise durch die geisterstdte de wilden westens
9783630874203.0,10578,Gleis (vier) 4,"Manchmal kommt alles ganz anders. Und das muss noch nicht einmal das Schlechteste sein. Eigentlich will Isabelle nur für ein paar unbeschwerte Tage in den Urlaub nach Italien fliegen. Doch dann bricht der ältere Herr, der ihr am Bahnhof zum Flughafen freundlicherweise den Koffer zu den Gleisen hinaufträgt, plötzlich tot zusammen. Und damit gerät Isabelle in eine ebenso ungeheuerliche wie geheimnisvolle Geschichte, die ihr gewohntes Leben völlig durcheinanderrüttelt. Eigentlich will Isabelle, die Abteilungsleiterin eines Altersheims, nur zum Flughafen, um einer Freundin in den Urlaub nach Stromboli nachzureisen. Doch dann geschieht etwas, das ihre Pläne und ihr Leben völlig aus den Fugen geraten lässt. Denn der höfliche ältere Herr, der ihr am Bahnhof zum Flughafen anbietet, ihren Koffer die Treppe zu den Gleisen hochzutragen, bricht, oben angekommen, plötzlich tot zusammen. Isabelle muss daraufhin ihren Abflug notgedrungen verschieben. Wieder zuhause in ihrer Wohnung angekommen, merkt sie allerdings, dass sie im Grunde gar nicht mehr verreisen möchte. Denn sie fühlt sich dem toten Mann verpflichtet, über den sie gerne mehr erfahren möchte. Überdies hat sie in ihrer Verwirrung am Bahnsteig versehentlich eine Mappe des Verstorbenen mitgenommen, in der sich das Handy des Toten befindet. Und während sie noch überlegt, ob sie das Telefon nicht schnellstens zur Polizei bringen sollte, fängt es plötzlich an zu klingeln ... Nach seinem großen Erfolg Es klopft hat Franz Hohler mit Gleis 4 wieder einen höchst raffinierten Roman voller überraschender Kehren und Wendungen geschrieben - ein Lesevergnügen ersten Ranges.  Franz Hohler wurde 1943 in Biel, Schweiz, geboren, er lebt heute in Zürich und gilt als einer der bedeutendsten Erzähler seines Landes. Franz Hohler ist mit vielen Preisen ausgezeichnet worden, u.a. erhielt er 2002 den Kasseler Literaturpreis für grotesken Humor und 2005 den Kunstpreis der Stadt Zürich. Sein Werk erscheint seit über vierzig Jahren im Luchterhand Verlag. ",2013.0,,219.0,2008,https://media1.jpc.de/image/h320/front/0/9783630874203.jpg,Schweizer Autor,"['Hohler, Franz']",manchmal kommt alles ganz anders und da mus noch nicht einmal da schlechteste sein eigentlich isabelle nur fr ein paar unbeschwerte tage den urlaub nach italien fliegen doch dann bricht der ltere herr der ihr bahnhof zum flughafen freundlicherweise den koffer zu den gleisen hinauftrgt pltzlich tot zusammen und damit gert isabelle eine ebenso ungeheuerliche wie geheimnisvolle geschichte die ihr gewohntes leben vllig durcheinanderrttelt eigentlich isabelle die abteilungsleiterin eines altersheims nur zum flughafen um einer freundin den urlaub nach stromboli nachzureisen doch dann geschieht etwas da ihre plne und ihr leben vllig au den fugen geraten lsst denn der hfliche ltere herr der ihr bahnhof zum flughafen anbietet ihren koffer die treppe zu den gleisen hochzutragen bricht oben angekommen pltzlich tot zusammen isabelle mus daraufhin ihren abflug notgedrungen verschieben wieder zuhause ihrer wohnung angekommen merkt sie allerdings das sie im grunde gar nicht mehr verreisen mchte denn sie fhlt sich dem toten mann verpflichtet ber den sie gerne mehr erfahren mchte berdies hat sie ihrer verwirrung bahnsteig versehentlich eine mappe de verstorbenen mitgenommen der sich da handy de toten befindet und whrend sie noch berlegt ob sie da telefon nicht schnellstens zur polizei bringen sollte fngt e pltzlich zu klingeln nach seinem groen erfolg e klopft hat franz hohler mit gleis wieder einen hchst raffinierten roman voller berraschender kehren und wendungen geschrieben ein lesevergngen ersten range franz hohler wurde biel schweiz geboren er lebt heute zrich und gilt al einer der bedeutendsten erzhler seine landes franz hohler ist mit vielen preisen ausgezeichnet worden ua erhielt er den kasseler literaturpreis fr grotesken humor und den kunstpreis der stadt zrich sein werk erscheint seit ber vierzig jahren im luchterhand verlag
9783100751348.0,10581,Nacht ist der Tag,"Gillian ist eine erfolgreiche Fernsehmoderatorin, sie ist eine schöne Frau, sie führt eine abgesicherte Beziehung mit Matthias, sie hat ihr Leben unter Kontrolle. Eines Nachts hat das Paar nach einem Streit einen Unfall, ihr Wagen rammt auf nasser Straße ein Reh. Matthias stirbt, sie erwacht im Krankenhaus. Mit einem zerstörten Gesicht. Erst langsam setzt sich ihr Leben wieder zusammen und eine Geschichte aus der Vergangenheit wird zu einer möglichen Zukunft.Eindringlich, mit leisen Worten und unausweichlichen Bildern erzählt Peter Stamms neuer großer Roman von einer Frau, die ihr Leben verliert, aber am Leben bleiben muss – eine Tragödie, die zu einem Neuanfang wird.",2013.0,,320.0,676,https://media1.jpc.de/image/h320/front/0/9783100751348.jpg,Schicksal Schweizer Autor,"['Stamm, Peter']",gillian ist eine erfolgreiche fernsehmoderatorin sie ist eine schne frau sie fhrt eine abgesicherte beziehung mit matthias sie hat ihr leben unter kontrolle eines nachts hat da paar nach einem streit einen unfall ihr wagen rammt auf nasser strae ein reh matthias stirbt sie erwacht im krankenhaus mit einem zerstrten gesicht erst langsam setzt sich ihr leben wieder zusammen und eine geschichte au der vergangenheit wird zu einer mglichen zukunfteindringlich mit leisen worten und unausweichlichen bildern erzhlt peter stamms neuer groer roman von einer frau die ihr leben verliert aber leben bleiben mus eine tragdie die zu einem neuanfang wird
9783841421050.0,10632,Silber ,"Endlich – Der erste Band der neuen phantastischen Trilogie von Kerstin Gier: Silber – Das erste Buch der Träume  Geheimnisvolle Türen mit Eidechsenknäufen, sprechende Steinfiguren und ein wildgewordenes Kindermädchen mit einem Beil … Liv Silbers Träume sind in der letzten Zeit ziemlich unheimlich. Besonders einer von ihnen beschäftigt sie sehr. In diesem Traum war sie auf einem Friedhof, bei Nacht, und hat vier Jungs bei einem düsteren magischen Ritual beobachtet.Zumindest die Jungs stellen aber eine ganz reale Verbindung zu Livs Leben dar, denn Grayson und seine drei besten Freunde gibt es wirklich. Seit kurzem geht Liv auf dieselbe Schule wie die vier. Eigentlich sind sie ganz nett. Wirklich unheimlich – noch viel unheimlicher als jeder Friedhof bei Nacht – ist jedoch, dass die Jungs Dinge über sie wissen, die sie tagsüber nie preisgegeben hat – wohl aber im Traum. Kann das wirklich sein? Wie sie das hinbekommen, ist ihr absolut rätselhaft, aber einem guten Rätsel konnte Liv noch nie widerstehen …",2013.0,5.0,410.0,1014,https://media1.jpc.de/image/h320/front/0/9783841421685.jpg,Junge Erwachsene,"['Gier, Kerstin']",endlich der erste band der neuen phantastischen trilogie von kerstin gier silber da erste buch der trume geheimnisvolle tren mit eidechsenknufen sprechende steinfiguren und ein wildgewordenes kindermdchen mit einem beil liv silbers trume sind der letzten zeit ziemlich unheimlich besonders einer von ihnen beschftigt sie sehr diesem traum war sie auf einem friedhof bei nacht und hat vier jung bei einem dsteren magischen ritual beobachtetzumindest die jung stellen aber eine ganz reale verbindung zu livs leben dar denn grayson und seine drei besten freunde gibt e wirklich seit kurzem geht liv auf dieselbe schule wie die vier eigentlich sind sie ganz nett wirklich unheimlich noch viel unheimlicher al jeder friedhof bei nacht ist jedoch das die jung dinge ber sie wissen die sie tagsber nie preisgegeben hat wohl aber im traum kann da wirklich sein wie sie da hinbekommen ist ihr absolut rtselhaft aber einem guten rtsel konnte liv noch nie widerstehen
9783426652688.0,10660,Das Lavendelzimmer,"Er weiß genau, welches Buch welche Krankheit der Seele lindert: Auf seinem Bücherschiff, der »literarischen Apotheke«, verkauft der Pariser Buchhändler Jean Perdu Romane wie Medizin fürs Leben. Nur sich selbst weiß er nicht zu heilen, seit jener Nacht vor 21 Jahren, als die schöne Provenzalin Manon ging, während er schlief. Sie ließ nichts zurück außer einem Brief - den Perdu nie zu lesen wagte. Bis zu diesem Sommer. Dem Sommer, der alles verändert und Monsieur Perdu aus der kleinen Rue Montagnard auf eine Reise in die Erinnerung führt, in das Herz der Provence und zurück ins Leben. Die Publizistin Nina George, geboren 1973, arbeitet seit 1992 als freie Journalistin, Schriftstellerin und Kolumnistin. George schreibt Wissenschaftsthriller und Romane, Reportagen, Kurzgeschichten sowie Kolumnen. Ihr Roman ""Die Mondspielerin"" erhielt 2011 die DeLiA, den Preis für den besten Liebesroman. Für ihren Kurzkrimi ""Das Spiel ihres Lebens"" wurde Nina George 2012 mit dem Glauser-Preis ausgezeichnet. Unter ihrem Pseudonym Anne West gehört sie zu den erfolgreichsten deutschsprachigen Erotikautorinnen. Nina George ist verheiratet mit dem Schriftsteller Jens J. Kramer und lebt im Hamburger Grindelviertel. Mehr über die Autorin unter www.ninageorge.de. ",2013.0,,381.0,1254,https://media1.jpc.de/image/h320/front/0/9783839891957.jpg,Frau,"['George, Nina']",er wei genau welches buch welche krankheit der seele lindert auf seinem bcherschiff der literarischen apotheke verkauft der pariser buchhndler jean perdu romane wie medizin fr leben nur sich selbst wei er nicht zu heilen seit jener nacht vor jahren al die schne provenzalin manon ging whrend er schlief sie lie nichts zurck auer einem brief den perdu nie zu lesen wagte bi zu diesem sommer dem sommer der alles verndert und monsieur perdu au der kleinen rue montagnard auf eine reise die erinnerung fhrt da herz der provence und zurck in leben die publizistin nina george geboren arbeitet seit al freie journalistin schriftstellerin und kolumnistin george schreibt wissenschaftsthriller und romane reportagen kurzgeschichten sowie kolumnen ihr roman die mondspielerin erhielt die delia den preis fr den besten liebesroman fr ihren kurzkrimi da spiel ihres lebens wurde nina george mit dem glauserpreis ausgezeichnet unter ihrem pseudonym anne west gehrt sie zu den erfolgreichsten deutschsprachigen erotikautorinnen nina george ist verheiratet mit dem schriftsteller jens j kramer und lebt im hamburger grindelviertel mehr ber die autorin unter wwwninageorgede
9783257068689.0,10726,Reise an den Rand des Universums,"Kein Schriftsteller, der bei Trost ist, schreibt eine Autobiographie«, lautet der erste Satz. Urs Widmer hat die eigene Warnung in den Wind geschlagen und ein großartiges Erinnerungsbuch verfasst. Mit dreißig begann sein Leben als Schriftsteller. Die Zeit davor bildet das Fundament seines Werks, und ihr ist dieses Buch gewidmet, den Fakten und Erinnerungen, wie es »tatsächlich« war. Eine persönliche Geschichte aus den für die Weltgeschichte so entscheidenden Jahren 1938-1968. Urs Widmer, geboren 1938 in Basel, studierte Germanistik, Romanistik und Geschichte in Basel, Montpellier und Paris. Danach arbeitete er als Verlagslektor im Walter Verlag, Olten, und im Suhrkamp Verlag, Frankfurt. In Frankfurt rief er 1968 zusammen mit anderen Lektoren den Verlag der Autoren‹ ins Leben. Kurz nach dessen Gründung wurde er mit seinem Erstling, der Erzählung Alois‹, selbst zum Autor. Widmer lebt als Schriftsteller in Zürich. Zuletzt wurde er für sein umfangreiches Werk mit dem Friedrich-Hölderlin-Preis 2007 der Stadt Bad Homburg ausgezeichnet.",2013.0,,336.0,1045,https://media1.jpc.de/image/h320/front/0/9783257068689.jpg,Biografisches Schweizer Autor,"['Widmer, Urs']",kein schriftsteller der bei trost ist schreibt eine autobiographie lautet der erste satz ur widmer hat die eigene warnung den wind geschlagen und ein groartiges erinnerungsbuch verfasst mit dreiig begann sein leben al schriftsteller die zeit davor bildet da fundament seine werks und ihr ist diesis buch gewidmet den fakten und erinnerungen wie e tatschlich war eine persnliche geschichte au den fr die weltgeschichte entscheidenden jahren ur widmer geboren basel studierte germanistik romanistik und geschichte basel montpellier und paris danach arbeitete er al verlagslektor im walter verlag olten und im suhrkamp verlag frankfurt frankfurt rief er zusammen mit anderen lektoren den verlag der autoren in leben kurz nach dessen grndung wurde er mit seinem erstling der erzhlung alois selbst zum autor widmer lebt al schriftsteller zrich zuletzt wurde er fr sein umfangreiches werk mit dem friedrichhlderlinpreis der stadt bad homburg ausgezeichnet
